1997,TRZWJJQ12903CB4D19,220 Volt,Scene Of The Crime
1996,TRMHXUO128F9322178,Sneaker Pimps,6 Underground
1981,TRSEPGS12903CB2A87,John Foxx,Walk Away
1992,TRPOEJM128F9308FC8,Jonathan Richman And The Modern Lovers,Egyptian Reggae
1991,TRNQGFK12903C95AB9,Son House,Shetland Pony Blues
1968,TRUKUCH128F425307F,The Turtles,Surfer Dan
2009,TRGAKXX128F9302392,Kells,Le dictat du silence
1993,TRPJPTH128E078B603,The Beloved,Let The Music Take You
2003,TRXUWFC128F42818F9,Adam Green,No Legs
1986,TRMNTBT128F933F931,Pete Townshend,I put a spell on you
2002,TRVUFEY12903CE2B80,Wailing Souls,You Can Stay
1995,TRBBOWP128F424ECBD,Anubian Lights,Medulla Mirage
1970,TRDDMDY128F930B40C,Parliament,Nothing Before Me But Thang
2004,TRPWONM128F4276252,Death By Stereo,Emo Holocaust (Live)
1974,TRNIFTL128E0793176,The Contours,Baby Hit And Run
2005,TRSSAIQ128F42829F2,Heavy Heavy Low Low,Tragic Tragic Track Jacket
2005,TRICKUE12903CFE781,A Day To Remember,A Second Glance
2008,TRKZRPZ128F92FC4DD,Coldworker,The Machine
1998,TRXYYQK128F421587B,Sergio Dalma,Como Eres Tu
1988,TRBTCIQ128E078255D,That Petrol Emotion,The Bottom Line
2009,TRUIOJQ12903C9A8BE,Pleasure P,Your Love (Album Version)
2002,TRKVPPO128F1495D23,Elf Power,Unseen Hand
1997,TRKYOUY12903CD0375,Gala,Suddenly
1996,TRBERRB128F932D534,Dar Williams,Mortal City
1968,TRYPNYX128F145FD04,Smokey Robinson & The Miracles,Special Occasion
1987,TROPIKI128F93264AF,The Moody Blues,What Am I Doing Here
1987,TRRPJJI128F146143D,George McCrae,I Can't Leave You Alone
1964,TRMHXBA128F427FE68,Bob Dylan,Black Crow Blues
2002,TRVDCNL128F92DCED6,Sara Groves,Remember Surrender
1964,TRRUFSH128F14637B3,Dusty Springfield,My Colouring Book
1995,TRJJHPI12903CAB634,Gartnerlosjen,Noen Som Passer For Meg
2006,TREXIBM128F930F8F3,Statues,Living In Lines
1996,TRGUHQA128F14538AE,Prince Alla,Dread Locks Nazarine
1998,TRPJXUR128F931FF46,Moe Bandy,Red river valley
1999,TRFAIXR128F93318CA,Material_ Scotty Hard_ Elwood_ Ted Parsons,Checkpoint 0.1 (feat. Scotty Hard_ Elwood & Ted Parsons)
1968,TRRGUSV128F423C127,Clarence Carter,Part Time Love (LP Version)
2009,TRPZYMO128F92F9981,Alix Perez ft. Ursula Rucker,Intersections
1993,TRABPRT128F1495762,Rhett Akins,A Thousand Memories
1987,TRRWXHQ12903CA9204,Bad Manners,Samson and Delilah
1998,TRLHLLV12903CA8CA9,G.R.E.S,O mundo melhor de pixinguinha
1976,TRBRJOU128F426FF3A,Pino Donaggio,Born To Have It All (Vocal by Katie Irving)
1998,TRUIUBR128F14A14C8,SINNER,The nature of evil
2001,TRPJGTI128F4259AC7,The Ineffable Orchestra / Irmin Hütter,Little 15
2000,TRTVTAO128F4240BBD,Intocable,No Me Digas Que No
2003,TRINCRL128F148B0C7,Lo-Pro,Sunday
2006,TRCQFEK128F4246A0A,Beautiful Sin,The Spark Of Ignition
1982,TROIDSL128C719660C,Grace Jones,The Apple Stretching
2001,TRHDLSO128E0789EB3,Zyklon,Hammer Revelation
1971,TRDYPPP128F93444FA,Procol Harum,Song For A Dreamer
1978,TRXXXWB128E0782495,Kate Bush,Feel It
1991,TRRZQNX128F4238423,The Dylans,No Coming Down
2006,TRYLOVR12903CE73D1,Rockettothesky,On Cherry Tree Song
1986,TRCXMBX128F14546A1,Tonio K.,True Confessions - Album Version
1959,TRJBIYS128F4295137,Art Pepper,Groovin' High
1986,TRYVLBT128F92C1FCC,RUN-DMC,My Adidas
1998,TRRFIHS128F42621A4,The Slackers,Yes It's True
1990,TRSEFLD128F42512C2,Cocoa Tea,We Must Be Free
1998,TRUDWZW128F145CAF8,Robert Palmer,Monogamy (New Version) (1998 Digital Remaster)
2003,TRTDPVD12903CDDCE8,The Irish Tenors,Silent Night
1995,TRDSHGX128F9322A7E,The Gone Jackals,Black Is White
1950,TRVXNQK128F92DEB33,Jimmy Rogers,That's All Right
1982,TRAEWUA128F932AD9E,Kleeer,Wall To Wall
2007,TRPTLBX128F424BDB8,Grand National,Part Of A Corner
2001,TRSROZP128F14A5571,Motor Ace,Lorenzo
1989,TRCMRGJ128F145904A,Wendy & Lisa,Tears Of Joy
2007,TRJEXAA128F93402A5,Planetakis,Raus Aus Der Wirklichkeit
2008,TRSGPFL128F92E3B9D,Ximena Sarinana,Cambio de piel
1996,TRZXRHJ128F148C5B7,Tracy Bonham,The One
1955,TRRATPM12903CC9071,Tennessee Ernie Ford,Sixteen Tons
2000,TRPDEYA128F42744C9,Bertrand Burgalat,Ok skorpios
1962,TRUJCXS128F4265EE8,Sergio Endrigo,Aria di Neve
1994,TRTARGR12903CB9270,The Coctails,Whoopsy Daisy
1993,TRTHKCI128F14892CC,Blondie,Call Me (Spanish Version) (2004 Digital Remaster)
1990,TRTDNCI12903CF80C6,SNAP!,The Power (Single Version)
1994,TRVDBRH128E0795135,East 17,Set Me Free
1999,TRVGJEK128F146A0CD,Scritti Politti,Brushed With Oil_ Dusted With Powder
2008,TREMOBA12903CAFEED,Barbara Morgenstern,Camouflage
1999,TRHMZGE128F428DA2C,Less Than Jake,Your Love
1997,TRQFEMF128F92FA23A,Ian Pooley,Calypso Theme
1986,TRQLGKF128F92DA767,Ledernacken,Money
1992,TREFBUF128F426593F,Ottmar Liebert + Luna Negra,Duende Del Amor (Day)"   Buleriasalsa
1992,TRDLCJZ128F92CC9AF,The Northern Pikes,Black Cat
1994,TROYCTV128F93393B5,Red Hot Chili Peppers,You Always Sing The Same (Demo)
2001,TRGLKIV128F428D587,Clare Teal,Love Is A State Of Mind
1996,TRMKRFJ12903CAA609,Chixdiggit!,Great Legs
1986,TRGFETE128F933882A,Stonewall Jackson,I love you because
1996,TRSSONH128F149E503,Clouseau,Nobelprijs
1987,TRNSXKT12903CBCB6C,George McCrae,I Can't Leave You Alone
1992,TRZFCLZ12903CCBFFD,Marduk,Departure From The Mortals Live
1993,TROVUSQ12903CDD2FC,Dominique A,Otto Box
1983,TRMNYIY128F147C384,The Rain Parade,1 Hour 1/2 Ago (Album Version)
2002,TRWHILU128E0795D90,Morcheeba,What New York Couples Fight About (KCRW Session / Live at Kampo Studios_ NYC 26/7/02)
1993,TREEUZD128F423EAE1,The Breeders,Invisible Man
1994,TRCZTGY128F92FC076,David T. Chastain,Realization
1978,TRHAMTK128F1471062,Whitesnake,Day Tripper (2006 Digital Remaster)
2009,TRGFQWT128F92D074F,Cherry Boom,Zai Yi Ci
1999,TRMQAPG128F426612D,Cattle Decapitation,The Decapitation Of Cattle
2000,TRZNNUZ128F9334BBB,Ah Cama-Sotz,Ocean
1992,TRZIUSN128F421FA58,Macka B,Bass
1984,TRJCPHY128F149071F,John Prine,Me_ Myself And I
1996,TRUKKEI128F1468166,Nellie Lutcher,Kinda Blue And Low
1992,TRDLJEJ128F9328026,Seigmen,Korstoget
2007,TRBVYLS128F4254836,Tim Rogers,Correspondence
1999,TRCRMLG128F14AC493,Mouse On Mars,Mompou
2004,TRVLCMM128F4232C0E,Thomas Fersen,Diane De Poitiers (Live)
1998,TRBRHEV128E0793885,The Brian Setzer Orchestra,Nosey Joe
1982,TRCJYSO128F93440D4,Gail Davies,All The Fire Is Gone (Album Version)
2006,TRUUQKV128F423A71C,Cajun Dance Party,The Next Untouchable
1942,TRBSAAI12903C9EC72,Bing Crosby,White Christmas
1973,TRUSYQP128F4271B16,The Intruders,I'll Always Love My Mama
1982,TRYHZJX128F933D129,Gang Green,Snob
2002,TRSNFLK12903CEB154,The Meads of Asphodel,Another God in Another Place
1998,TRFZKSU128F427F425,La Renga,El Revelde
2005,TRHXLBN128F934796E,Against Me!,Problems
2003,TRZOSVX128F42910BB,Skinless,Don't Risk Infection
2004,TRJWJOK128F423350D,Albert Cummings,Come Up For Air
1991,TRAGUCZ128F426E5F6,Charlie McCoy,Night Life
1999,TRKMDMG128F42915D3,Boney M. 2000,Rasputin
1970,TRZEVHP128F9302DD6,Jean Jacques Perrey,Passport To The Future
2001,TRENREC128F146B128,Pieces Of A Dream,Sittin' Up In My Room
1995,TRQMRVT128F93452F3,Pretty Maids,Det Bedste Til Mig Og Mine Venner
1989,TRERCIV128F145B1C9,Fischer-Z,Acrobats
2006,TRFJWVV128F428ED3C,The Wailin' Jennys,Apocalypse Lullaby
1997,TRDBMJC128F9350652,Pavement,Cherry Area
2000,TRNWWTJ128F4247D2C,At Vance,King Of Your Dreams
1960,TRFTZKX128F931163E,Don Gibson,Sweet Dreams
1967,TREVYLL128F4296479,Los Bravos,El Loco Soy Yo
1992,TRCCGSP12903CDC426,The Troggs,I Can Only Give You Everything
1998,TRKEJWH128F4295198,Caroline Henderson,I Am Too
2000,TRIVUGH128F426749D,Jennifer Lopez,Love Don't Cost A Thing
1988,TRLENCG128F425D2D1,Colin James,Hidden Charms
1992,TROEVMX128F14589A0,Sheila Chandra,Speaking In Tongues I
1984,TRTMLWV128F1465999,Simple Minds,White Hot Day (2002 Digital Remaster)
2005,TRUNODO12903CC7AB4,Mr Jones Machine,Shadow Of A Doubt
1990,TRQHEXJ128F42725DD,Uncle Tupelo,John Hardy
1995,TRBLBPO128F4273999,Whigfield,Think Of You 
1993,TRFMNSL128F933A562,Burzum,Ea_ Lord Of The Depths
2001,TRRWXHH128F1480191,Echo And The Bunnymen,Lover I Love You
2002,TRAFDGA128F427367F,Ozzy Osbourne,Breakin' All The Rules
2008,TRVUGBX128F424D599,Teräsbetoni,Vihollisille
2003,TRKVNVQ128F1459DD3,Billy Currington,When She Gets Close To Me
2001,TRRIDZJ128F92FC07B,Dolly Parton,Will He Be Waiting
1969,TRLYGAQ128F93285A4,The Bar-Kays,Humpin'
1999,TRXCLRF128F92E7C76,Rye Coalition,Baby's Got A New Flame
2002,TRMVXJM12903CB45A1,1200 Mics,Magic Mushrooms
2001,TRBLNHH128F92E26ED,Yes,Time Is Time
1969,TRVWVST128F147ED9B,The Meters,Art (LP Version)
2002,TRZBOTQ128F1460DBB,The Starting Line,The Best Of Me
2001,TRAJPZD128F1495151,tobyMac,J Train
1967,TRCMIDE128E079492D,Rainbow Ffolly,Labour Exchange
2005,TRMQJXT128F932F24A,Edoardo Vianello,I Watussi
1991,TRMTTTL128F426C23B,Judy Collins,Battle Hymn of the Republic
1998,TRWTMCW128F426F5AD,Cypress Hill,Checkmate
1994,TRZEUEE128F92E8585,Tippa Irie,Rebel Hop
2004,TROFMUH128F429BA0E,Wrinkle Neck Mules,17 Miles of Bourbon
1992,TRZDKSB128F92FEF4E,Throw That Beat In The Garbagecan!,Thanks for Knockin'
1996,TRYYTHD128F92F12D3,Hot Boogie Chillun,She's Gone
1997,TRLIFAC128F425AE3C,John Paul Young,Love Is In The Air (Fran Mix)
1999,TRAHSNT12903CAA8C1,Mario Lanza,We Three Kings Of Orient Are
1994,TRULCEV12903CE6B86,Jeru The Damaja,Perverted Monks In Tha House (Skit)
1993,TRTJFMR12903CEDDA2,Gene Krupa & His Orchestra,King Porter Stomp
2003,TRLTJWO128F428C6E1,Juvenile,Enemy Turf
1988,TRKAVVR128F423782E,John Cougar Mellencamp,Rave On
1974,TRPYAIN12903CF8BF3,Ismael Miranda,Borinquen Tiene Montuno
1996,TRBBSYA128E0781E85,The Auteurs,After Murder Park
2003,TRZPJXE128F92F2A10,The Damnwells,Assholes
1989,TRDYLWY128F930A0EC,Monks Of Doom,The Evidence You Hide
1993,TRMONOB128F931D014,Lorenzo Antonio,Corazón sediento
1991,TRMACNV12903CB2D50,Don Francisco,I Could Never Promise You
1995,TRRFLDU128F148C7ED,Fleming & John,Rain All Day
1999,TRCWLAY128F1499F7B,Kim Richey,Keep Me
1999,TRXHWET128F4268B40,Sculpture,Over
2003,TRCGOLR128F932D17F,Front 242,Together
1994,TRRWODN128F4280908,Mississippi Sheiks,Please Baby
1994,TRUDRSR128F4265D2D,Infectious Grooves,Do What I Tell Ya!
2001,TRSYYDR128F931BDD9,Built To Spill,In Your Mind (Album Version)
1999,TRKYQQJ12903CCE537,Crosby_ Stills_ Nash and Young,Out Of Control (Album Version)
1978,TRAGHJX128F426F76F,Bob Dylan,New Pony
1974,TRMLDNC128F428B28A,John Denver,This Old Guitar
1996,TRUKGKH128E078AF9C,Melvins,Sterilized (LP Version)
1988,TRWECXU128F92CD2AB,Everything But The Girl,Blue Moon Rose
1988,TRRTTDZ128F1472605,Glass Tiger,A Lifetime Of Moments
1999,TRJJQKZ128F4271995,Idaho,The Sun Is All there Is
1987,TRDDDAZ12903CD4618,Redd Kross,Ghandi Is Dead (I'm the Cartoon Man)
1996,TRJMHKF128F14692F4,Abdel Ali Slimani,Yasmin
1978,TRRRYYU12903CBDF63,Deep Purple,Highway Star (Live)
2003,TRDZRRY128F42600BB,Rob Swift,Interview With Colored Man
2002,TRJWPZE12903CF21F2,Docenterna,Champagne
1950,TRTYRTU128EF340606,Charlie Parker / Dizzy Gillespie / Thelonious Monk / Curly Russell / Buddy Rich,Relaxing With Lee
1996,TRMRYJE128F93316BC,Patrick Rondat,Amphibia Part 6
1995,TRBNIFX12903CC4E91,Clay Walker,A Cowboy's Toughest Ride (Album Version)
1999,TRJFNIM128E0784B19,Moby,My Weakness
1964,TRNVSPS128F4287427,Mississippi Fred McDowell,Get Right Church
1998,TRRQPOY12903CC72E8,Elia Cmiral,Ronin Theme
1999,TRLFTXZ128F9330E72,John Lurie,Garter Belt
1986,TRCPFYV128F1499138,Billie Holiday,What A Little Moonlight Can Do
1996,TRJDPVH128F4267D9C,Warumpi Band,Djulpan
1991,TRQJYON128F1470143,Havana Black,FACELESS DAYS
1996,TRMFUGZ128F426C00F,Shenandoah,All Over But The Shoutin'
2001,TRSGLMW128F92F8CD2,Kostia,Sunrise
2005,TRNIHQZ128F1497D31,Damien Jurado,Lion Tamer
2005,TRZNQSQ12903CD5989,Messer Chups,Devil Out of Fashion
1996,TRPZOHF12903CC3245,Kevin Mahogany,Little Black Samba (Album Version)
1973,TRLQSMY128F4258959,Colin Blunstone,I Don't Believe In Miracles
1993,TRTOMER128F930332B,Spread Eagle,Rhythm Machine
1997,TRXMIHY128F147D7C9,Glenda Collins,Everybody's Got To Fall In Love
2003,TRIAWIP128F933780A,New Mexican Disaster Squad,Perfect Demise
2005,TRWBWBL128F92E038C,Sofa Surfers,Strings
1999,TRXEEJZ128F4275922,Air Liquide,If There Was No Gravity (Paranoia Version)
1964,TROZXPC128F930FC13,Jerry Herman,It Only Takes a Moment
1999,TRQDECW128F93476F2,Swollen Members,Ground Breaking
1990,TRWSDSN12903CFB2E3,Slim Whitman,Rose Marie
1977,TRDMCAT128F425EB15,Cheap Trick,ELO Kiddies
1959,TRBKBDR128EF351693,Billie Holiday,Ain't Misbehavin'
2007,TRBIMOX128F425EC2B,Shayne Ward,Tangled Up
2002,TRLCSXZ128F428FA36,Discount,This Rooms Regular
1994,TRGCWLB128F93201C0,Blind Mr. Jones,Please Me
1983,TRZFLGV128F147EB32,New Edition,Should Have Never Told Me
2003,TRSLMUO128F92FBE6C,31Knots,Matters From Ashes
2006,TRMZQSH128F1488417,Room Eleven,Faith
1992,TRUEUOT128F42A57D4,Robben Ford & The Blue Line,My Love Will Never Die
1958,TRMKYIS128F422BB25,Brenda Lee,Rockin' Around The Christmas Tree
2002,TRERZKA128F4290549,Naoki Kenji,Samishi
1999,TROOWNC128F42919AE,Die Prinzen,Maria durch ein' Dornwald ging
2001,TRQYPQM12903D016CF,Vieja Trova Santiaguera,Sandunguera
1992,TRFQGZK128F9303B01,Toni Braxton,Love Shoulda Brought You Home
2008,TRELSHN128F4260E8B,Every Avenue,Fame And (Mis) Fortune (Bonus Track) (Bonus Track)
1994,TRATCVO128F92E91A7,Gigi D'Alessio,Sotto Le Lenzuola
1985,TRFECUC128F429F70B,Baron Rojo,No Ver_ No Hablar_ No Oir
1996,TRKXJBW128F930DB71,Cab Calloway,A Ghost Of A Chance
2002,TRQTPMW12903CB8B80,Spunk,Flagre
2003,TRXPXDV128F92C315B,Kings Of Leon,Happy Alone
1984,TRCTZIA128F4261ECC,Mtume,You Are My Sunshine
2003,TRIENTS128F427A231,Cloud Cult,Estupido
1997,TRZMRRG128F149966F,Scooter,The Age Of Love
1992,TRCLWDM12903CAC65D,Emerson_ Lake & Palmer,Tarkus
1969,TRXVIOH128F146EC44,Creedence Clearwater Revival,Proud Mary
2001,TRIJOBN128F92D016F,The Chick Corea New Trio,Jitterbug Waltz
1997,TRDMDJJ128F14A215C,David Wilcox,Songs To Sell
1998,TROTQBN12903CE41F2,Kid Dynamite,Ph Decontrol
1998,TRRLQGP128F934742D,Marco Antonio Muñiz,Quiero Abrazarte Tanto
1993,TRXCSZW128F92F1E3D,Timbalada,Fricote Da Terezinha
2003,TRGMPEN128F428D07A,Daddy Yankee,Que La Enamoren
1984,TROZYPL128F4262D46,Eddy Raven,SHE'S GONNA WIN YOUR HEART
1995,TRXWUEU128EF343D51,Thomas Anders,Carry You With Me
2001,TRDGQOM128E07813F1,Gorillaz,Hip Albatross
2008,TRUTBWK128F9338EFE,Etran Finatawa,Amidinine
1987,TRAPFFC128F42901FE,Blue System,G.T.O.
1987,TRTEVEC128F14836CD,Héroes del Silencio,Héroe De Leyenda (Versión Maxi)
1993,TRZSDDT128F930CA82,Jane Siberry with k.d. Lang,Calling All Angels (Remix Version)
1996,TRNBKES128F422E788,Mícheál Ó Súilleabháin,Lumen
1991,TRPVSEH128F4266413,Marty Robbins,I Told My Heart
1995,TRHNWFO128F428B7B1,Red Aunts,Detroit Valentine
1977,TRADYVJ128F14B0EBC,Joni Mitchell,The Silky Veils Of Ardor (LP Version)
1975,TRVGTWC128F42B067F,Harvey Mason,Modaji
2002,TRMQBOI128F930B93D,Julius Papp,Move Your Body
2003,TRGZHCJ128F427BE7B,Basil Kirchin,Special Relativity
1983,TRPBGHY128F4269858,Malcolm McLaren,Merengue
1989,TRRTGSQ128F4298709,Operation Ivy,Freeze Up
1998,TRGBKYC128F42922CE,Lisa Lynne,Gossamer Heart
2000,TRYNKEY128F42389B8,Cutty Ranks,Limb By Limb
1987,TRYKHVO128F933D497,Lyres,Geraldine
1988,TRWAFSP128F14606EA,Crowded House,Never Be The Same
2003,TRIAXAI128F42425F5,Ayria,Substance
1994,TRZZIGO128F1499EE9,Mari Boine,Ahccai
1961,TRXSNPU128F9321040,Mary Wells,Shop Around
2000,TRNTCHK12903CE1EC5,Project 86,Star (LP Version)
2003,TREASVC128F9311988,Kyf Brewer,Dear Richard's Wake
2006,TRJPVCV128F92F8484,The Rum Diary,Bonus
1982,TREULCB128E078D198,Marshall Crenshaw,Not For Me  (Remastered Album Version)
1965,TRNNLFY128F428CFC3,The Ronettes,I Want A Boy
2000,TRCEVWX128F148BDA1,Samantha Mumba,Believe In Me
1968,TRFYDIL128F1456BFB,Neil Diamond,Glory Road
1989,TRBCBVS128F147FC81,Phil Collins,Hang In Long Enough
2002,TRNXJCB128F92E704C,Mae Moore,Who Knows
1982,TRJSWYF128F1458D89,Steve Hackett,Cell 151
1983,TRHTIPP128F42A1F60,Ariel Rot,Los Pactos
1990,TRQDMCO12903CE8023,Moev,No Flash In The Sky
1994,TRDEJLL12903CE040B,Heatmiser,Trap Door
1994,TRWNFGY128F425C553,Blenderhead,Purgatory
2000,TRTFGMZ128F42823D4,Alex Riel,On Green Dolphin Street
1999,TRKWOCA128F148F4AE,Wilco,In A Future Age (LP Version)
1996,TRBUUGA128EF342B1C,Ocean Colour Scene,The Downstream
1982,TRAXTKD128F92CEE71,The Replacements,Go
1999,TRDVHII128F429471D,Bobby Hutcherson,Mirrors (1999 Digital Remaster)
1987,TRYFUXG128F9336E10,Joe Yellow,Love At First
1988,TRVKOEG128F427720D,Janie Fricke,Down To My Last Broken Heart
2006,TRBTKQH128F146CA15,Graham Coxon,What's He Got?
2000,TRFGKLZ128F1468F8E,Indian Vibes,Mathar (discovery of India mix)
2008,TREARVS12903CBE0D1,Looker,Born in the Desert
1996,TRAQEOG128F9353981,Martin Sexton,Caught In The Rain
1979,TRPEHUY128F92F26DA,Chelsea,Twelve Men (Demo)
1992,TRJJNVZ12903CE732F,love like blood,Sibirian Pandemonium
1988,TRWBBHM128F9348CD1,M. Walking On The Water,Melitaah
1982,TRRSZJG128F92E1A25,Bow Wow Wow,I Want Candy
1969,TRQTDGR128F92CF1AE,Ekseption,Dharma For One
2000,TREQQPX128F93373C3,Wake The Dead,My Marianne / The Wheel
1994,TROQWBG12903CE400B,Sam Phillips,Strawberry Road
1995,TRANZST12903CC4A63,Fourplay,Magic Carpet Ride (Album Version)
1995,TRAROCE128F9303308,Aterciopelados,Florecita Rockera
1996,TRHDPJQ128F4257F6A,Gorefest,Blood Is Thick
2006,TRMZJLJ128F930F3AE,Body Count,You Don't Know Me - Pain
1997,TRTCZHJ128F9333D23,Whiskeytown,Houses on the Hill
1977,TRZHJBZ128F92D189D,Teddy Pendergrass,Be Sure
2002,TRYVYKU128F426F26F,Lauryn Hill,Interlude 1
2008,TRPDGNR128F92CC578,Clovis,Detrás De Las Puertas
2003,TRCJLRN12903CAFD69,Elektrofant,Plasma Expander
1998,TRQLATM128F9308C80,Laurel & Hardy,Lazy Moon
1999,TRIFEKC128F4243C08,Ebru Yasar,Zehir Oluyor
2001,TRJKOKQ128F429C573,Kane,What If
2009,TRAHCDJ128F9310F1C,Fever Ray,When I Grow Up
2003,TRUIGRL128F4296179,Postal Service,We Will Become Silhouettes (Album)
2003,TRRVTIX128F42A2D23,Backyard Babies,Minus Celsius
1996,TRFFJIZ128F92C5414,Bedhead,Withdraw
2002,TRELFVA128F932E74F,Experimental Aircraft,Symphony
1992,TRUEMFK12903CAFD73,Rotterdam Termination Source,Poing
2006,TRCRHVB128F93356FE,Shira Kammen,He tres doulz rossignol:Breton Gavottes
1997,TRRMTFO128F426593D,CONSOLE,Tunnelvision
1994,TRHIGRI128F4248225,Leatherface,Winsome_ Losesome
2001,TRUFDZK12903CA6DC9,Alejandro Escovedo,Rosalie
2003,TRNFAZL12903CA93A2,Foreign Beggars,Stabilize (feat. Kashmere_ Metropolis_ Graziella)
1998,TRKRVEJ12903CF005B,Old Man's Child,Thy Servant
2004,TRLAKCJ128E07837EE,Rita Marley / The Wailers,Give Me A Ticket
2009,TRVQZQM128F92F8586,Natalie Bassingthwaighte,Star
1969,TRMUSIF128F92FB5E4,Carey Bell,Last Night
2001,TRIWIKY128F425ECA5,Appliance,Skylight
1991,TRIQEHT128E078F42C,Live,Operation Spirit (The Tyranny Of Tradition)
1992,TRCBDZL128F934D508,Albert Ammons,Shout For Joy
1980,TRYZRXI128F92D1B37,Kenny Loggins,What A Fool Believes
1990,TRZZHGW128F93422ED,Phish,The Squirming Coil (LP Version)
1994,TRCTHRC128F421738A,Harry Choates,Jole Blonde
1975,TRBWDWQ128F1456B51,Lynyrd Skynyrd,Whiskey Rock-A-Roller
2000,TRCMFXT128F148F169,Maurice Chevalier,Dites-Moi Ma Mère
2008,TRZVDWY12903CF146F,Sebkha-Chott,Tapisserie XLVII - Centuries Contemplation
2000,TRWEOKV128F9321949,The Galactic Heroes,Shai-ya
1995,TRKXYMT128F932908E,Dana Gillespie,Pint Size Papa
1992,TRYPABS128F92E2324,Oliver Nelson / Joe Newman,Main Stem
2003,TRCJNFU128F4285B05,Namnambulu,Answers
1966,TRYCVIA128F425FE44,Walter Wanderley,Summer Samba
2003,TRSYYCM128F14A92ED,Early Day Miners,New Holland
2000,TRFSELH128F9326520,Body-shock,Sleepless
1984,TRPHWAI128E0793DA7,Spinal Tap,Sex Farm
1995,TRIPWDU12903CB3563,Alien Factory,Get The Future Started
1978,TREXQUE12903C9A9E3,The Rezillos,Flying Saucer Attack
1992,TRANUHT12903CD7E0A,Shudder To Think,Pebbles
1988,TRNSMMT128F92EF4D7,The Five Blobs,The Blob
1997,TRYBTHT128F92FD8DE,Atomic Rooster,No Change By Me
1989,TRSOQCD128F423C34B,Rosendo,Navegando (directo)
1998,TRKTXNS12903D09279,FRANK T,El hombre luchador
1999,TRPHMDX128F42614C5,Saafi Brothers,Free Senses
2003,TRYNHUU128F429810F,The Cat Empire,One Four Five
1988,TREDNZW128F42928F2,Fairground Attraction,Allelujah
1969,TRQVRFY128F427E0F3,Fairport Convention,Eastern Rain
1985,TRNWMGL128F145B454,Corey Hart,Eurasian Eyes
2003,TRBLWWH128F4264D44,Novel 23,Cella Fontis Gutta
2004,TRVETJS12903D013ED,Carl Story,Angel Band
1988,TRIFSJZ128F92E958E,Starpoint,Another Night
1997,TRSPXBX128F146375B,Kerbdog,Mexican Wave
2001,TRPZMBC128E07926E0,Unwritten Law,Nick & Phil
1999,TRRUFOH128F931F763,EVERMORE,Front Page Story / Diamonds In The River
1960,TRTLVCP128F14A5639,Little Anthony and The Imperials,When You Wish Upon A Star
1999,TRUSSLD128F146A317,Martine McCutcheon,Maybe This Time
2003,TRAEUOM128F1472AAE,The Divorce,The Man Moan
1996,TRXWRDZ128F428D3BF,A Tribe Called Quest,Motivators
1987,TRNTLUR12903CC8F09,Wes Montgomery Trio,The End Of A Love Affair
2003,TRICYED128F148622A,Modern Romance,High Life
1970,TRVXQBU128F92FD6CF,Nazz,You Are My Window
1999,TRDKMIC128F428A73F,Beatsteaks,2 O'Clock
1987,TRVRBSJ128F4251CFC,The Merry Macs,Mairzy Doats
1994,TRCWGRF128F930DDE3,Charts,Hannibal
1999,TROKADR128E078EC23,Eminem / Jeff Bass / Mark Bass,Lounge
1999,TREOSWD128F147BC1A,Andrew Bird,And So& (Album Version)
1983,TRZOFSX128F429541E,Bow Wow Wow,Aphrodisiac
1994,TRGZFAY12903D0EBC9,Ethel Waters,How Can I Face This Wearied World Alone?
1999,TRVMOVW128F92D0F78,Nosferatu,The Future
1993,TRYOIZM128F14567A0,Jimmy Buffett,Ace
1998,TRXTGAZ12903CFC958,Silkk The Shocker,Give Me The World
1997,TRSAZSP128F4279388,The Stranglers,Hot Club
1996,TRCLYDK128F427A4D0,Barbara Lea,I'm Coming Virginia
2005,TRZETXI128F1499E2D,112,We Goin' Be Alright
1997,TRTBAOR128F92F2B8B,Ma Rainey,Mountain Jack Blues
1971,TRKZTBP128F92E270B,Yes,SOUTH SIDE OF THE SKY
1993,TRLVMVQ12903CF2CAF,The Tear Garden,Sunev DNA Sulumor
1973,TRCIMMD128F428852B,Tony Orlando & Dawn,Who's In The Strawberry Patch With Sally
1999,TRZLKHL128F9348619,The Lord Weird Slough Feg,Outro
1995,TRXVROB128F1468019,Jimmy Rogers,Dorcie Belle
2009,TRYHWXM128F931379A,Kyle Eastwood,Rue Perdue
1990,TRSOXLP128F425BE93,David Lanz,Madre De La Tierra
1998,TROIXMX128F4223B5D,Fruko Y Sus Tesos,Barranquillero Arrebatao
1998,TRLLBHR128F4275E8A,Molesta,Upadek
1995,TRAAVWV128F14A2BF4,Popsicle,Smooth
2003,TRJOSCI128F1459A0F,Fiction Plane,Fallow
2000,TRTCDMT128F42384B7,Keith Sweat,Why U Treat Me So Cold
2006,TRDJGNL128F42B86E3,Kasabian,Last Trip (In Flight)
2000,TRLXSNU128F426623B,Ambre & Mark Spybey,J'irai cracher sur vos ombres
1983,TRDVZMQ128E0781CC8,Dexy's Midnight Runners,Breakin' Down The Walls Of Heartache
1996,TRGRQDW128F9345435,No Use For A Name,Fairytale Of New York
1999,TRGTJFQ12903CB6EB5,Graaf,Give it up
1996,TRNRILJ12903CA0DE6,The Andrews Sisters_ Bing Crosby,You Don't Have to Know The Language
